Email,Type,Started free trial,Decision maker,Designation,Employee Size,Visited Pricing ,Visited Integrations ,Visited Platform ,Country,Acquisition Source,When do you need to Solution,Sources,Destinations,Status
387@customer-leads.com,created account ,No,No,Product manager,4905,Yes,Yes,Yes,India,Blog - Redshift - X to Y,This Quarter,"aurora,s3","snowflake,rds,ms_sql",Not Interested
388@customer-leads.com,request quote,Yes,No,Swe,9885,No,No,Yes,Us,Direct - Home,In A Month,"mysql,ms_sql","bigquery,s3",Not Interested
389@customer-leads.com,request demo ,No,Yes,Tech lead,6372,Yes,No,No,Germany,Direct - Home,Early Exploration,"python,chartio,superset","postgres,s3,ms_sql",May Consider
390@customer-leads.com,request demo ,No,Yes,Tech lead,4420,No,No,Yes,China,Blog - Generic,Early Exploration,"python,chartio,superset",ms_sql,May Consider
391@customer-leads.com,request quote,No,Yes,Swe,2126,Yes,No,No,Denmark,Blog - Generic,This Quarter,"redshift,s3,tableau","bigquery,s3",May Consider
392@customer-leads.com,request quote,No,Yes,Business analyst ,2124,Yes,Yes,Yes,Us,Blog - Redshift - X to Y,This Quarter,"python,chartio,superset","postgres,s3,ms_sql",May Consider
393@customer-leads.com,contact us,No,Yes,Ceo,8937,No,Yes,No,China,Blog - Redshift - Generic,Early Exploration,"mysql,ms_sql","bigquery,s3",May Consider
394@customer-leads.com,request demo ,No,Yes,Ceo,4190,Yes,No,No,China,Blog - Redshift - Generic,In A Month,google_analytics ,"postgres,s3,ms_sql",May Consider
395@customer-leads.com,request quote,No,Yes,Tech lead,7532,No,No,No,Us,Ads - ETL Tools,Immediately,"python,chartio,superset","snowflake,rds,ms_sql",May Consider
396@customer-leads.com,request quote,No,No,Swe,3624,No,No,No,Denmark,Ads - ETL Tools,Early Exploration,"aurora,s3","postgres,s3,ms_sql",Not Interested
397@customer-leads.com,contact us,Yes,No,Product manager,838,Yes,No,No,China,Blog - Redshift - Generic,This Quarter,"mysql,ms_sql","bigquery,s3",Not Interested
398@customer-leads.com,request demo ,Yes,No,Product manager,9233,No,Yes,Yes,India,Direct - Home,Immediately,"aurora,s3","postgres,s3,ms_sql",Not Interested
399@customer-leads.com,contact us,Yes,No,Ceo,2107,No,No,Yes,India,Ads - ETL Tools,This Quarter,google_analytics ,"snowflake,rds,ms_sql",Not Interested
400@customer-leads.com,request demo ,Yes,Yes,Business analyst ,9942,Yes,No,No,Us,Ads - ETL Tools,In A Month,"redshift,s3,tableau","bigquery,s3",Interested
401@customer-leads.com,request demo ,Yes,No,Ceo,5532,Yes,No,No,China,Direct - Home,Early Exploration,"aurora,s3",ms_sql,Not Interested
402@customer-leads.com,request quote,No,Yes,Ceo,3147,No,No,Yes,Us,Ads - ETL Tools,In A Month,"redshift,s3,tableau",ms_sql,May Consider
403@customer-leads.com,request quote,Yes,No,Ceo,763,Yes,Yes,Yes,Germany,Direct - Home,In A Month,"aurora,s3","snowflake,rds,ms_sql",Not Interested
404@customer-leads.com,contact us,No,Yes,Business analyst ,7468,Yes,Yes,Yes,Denmark,Blog - Redshift - Generic,Immediately,"mysql,ms_sql","bigquery,s3",May Consider
405@customer-leads.com,contact us,No,No,Cto,3188,Yes,No,No,Us,Blog - Redshift - X to Y,Immediately,"redshift,s3,tableau","bigquery,s3",Not Interested
406@customer-leads.com,contact us,Yes,Yes,Business analyst ,14,Yes,No,No,China,Direct - Home,This Quarter,"redshift,s3,tableau","snowflake,rds,ms_sql",Interested
407@customer-leads.com,request quote,No,Yes,Tech lead,3514,No,Yes,No,Us,Blog - Redshift - X to Y,Immediately,"redshift,s3,tableau","bigquery,s3",May Consider
408@customer-leads.com,request demo ,Yes,Yes,Ceo,8530,Yes,Yes,No,Japan,Blog - Generic,This Quarter,google_analytics ,ms_sql,Interested
409@customer-leads.com,request demo ,Yes,No,Cto,7511,Yes,Yes,No,Us,Blog - Redshift - X to Y,Early Exploration,google_analytics ,"bigquery,s3",Not Interested
410@customer-leads.com,created account ,No,Yes,Business analyst ,9207,Yes,Yes,No,China,Direct - Home,Immediately,"aurora,s3","bigquery,s3",May Consider
411@customer-leads.com,contact us,Yes,No,Tech lead,4328,No,Yes,No,Denmark,Blog - Redshift - X to Y,Immediately,google_analytics ,"snowflake,rds,ms_sql",Not Interested
412@customer-leads.com,request demo ,Yes,Yes,Product manager,5657,No,No,Yes,Us,Blog - Redshift - X to Y,In A Month,google_analytics ,ms_sql,Interested
413@customer-leads.com,request quote,No,No,Product manager,5022,Yes,Yes,Yes,Japan,Ads - ETL Tools,In A Month,"python,chartio,superset","snowflake,rds,ms_sql",Not Interested
414@customer-leads.com,created account ,No,Yes,Swe,9913,Yes,No,Yes,Us,Direct - Home,Early Exploration,google_analytics ,ms_sql,May Consider
415@customer-leads.com,created account ,Yes,No,Swe,5380,Yes,Yes,Yes,Japan,Ads - ETL Tools,This Quarter,"mysql,ms_sql",redshift,Not Interested
416@customer-leads.com,request quote,Yes,Yes,Cto,4994,No,No,No,Us,Direct - Home,This Quarter,google_analytics ,ms_sql,Interested
417@customer-leads.com,contact us,No,No,Product manager,285,No,Yes,No,Denmark,Blog - Redshift - Generic,Immediately,"python,chartio,superset",redshift,Not Interested
418@customer-leads.com,created account ,Yes,Yes,Ceo,155,Yes,No,No,India,Ads - ETL Tools,Immediately,google_analytics ,redshift,Interested
419@customer-leads.com,request quote,Yes,No,Business analyst ,6997,Yes,No,Yes,Denmark,Direct - Home,Early Exploration,"python,chartio,superset",redshift,Not Interested
420@customer-leads.com,created account ,Yes,Yes,Ceo,2920,No,Yes,Yes,Japan,Direct - Home,Early Exploration,"mysql,ms_sql",ms_sql,Interested
421@customer-leads.com,request demo ,Yes,Yes,Ceo,2828,No,Yes,Yes,Japan,Blog - Redshift - Generic,Early Exploration,"mysql,ms_sql","bigquery,s3",Interested
422@customer-leads.com,request demo ,Yes,No,Ceo,7907,No,Yes,No,Denmark,Blog - Redshift - X to Y,Early Exploration,"mysql,ms_sql","bigquery,s3",Not Interested
423@customer-leads.com,created account ,Yes,Yes,Swe,7514,Yes,No,No,Us,Ads - ETL Tools,Immediately,"aurora,s3","bigquery,s3",Interested
424@customer-leads.com,request quote,No,Yes,Product manager,5572,No,No,No,Denmark,Ads - ETL Tools,Immediately,"aurora,s3",redshift,May Consider
425@customer-leads.com,request quote,Yes,Yes,Business analyst ,7070,No,No,No,Denmark,Direct - Home,This Quarter,"redshift,s3,tableau",ms_sql,Interested
426@customer-leads.com,request quote,Yes,No,Product manager,3697,No,No,No,Us,Blog - Generic,Immediately,"aurora,s3","postgres,s3,ms_sql",Not Interested
427@customer-leads.com,request quote,No,No,Business analyst ,9555,No,No,Yes,Japan,Blog - Redshift - X to Y,This Quarter,google_analytics ,ms_sql,Not Interested
428@customer-leads.com,request quote,No,No,Tech lead,6654,Yes,No,Yes,China,Blog - Redshift - Generic,In A Month,"aurora,s3",ms_sql,Not Interested
429@customer-leads.com,request demo ,Yes,Yes,Swe,3515,No,No,No,India,Blog - Redshift - Generic,This Quarter,"redshift,s3,tableau","snowflake,rds,ms_sql",Interested
430@customer-leads.com,contact us,Yes,No,Cto,8654,No,Yes,No,Denmark,Blog - Redshift - X to Y,In A Month,"python,chartio,superset",redshift,Not Interested
431@customer-leads.com,created account ,Yes,No,Swe,3007,Yes,Yes,Yes,Us,Direct - Home,In A Month,google_analytics ,"snowflake,rds,ms_sql",Not Interested
432@customer-leads.com,request demo ,No,No,Swe,3187,Yes,No,No,Us,Blog - Generic,Early Exploration,"python,chartio,superset",redshift,Not Interested
433@customer-leads.com,request demo ,No,Yes,Product manager,732,No,No,No,India,Blog - Redshift - X to Y,Early Exploration,"python,chartio,superset",redshift,May Consider
434@customer-leads.com,request quote,Yes,No,Swe,4050,Yes,No,No,Us,Ads - ETL Tools,In A Month,"python,chartio,superset","postgres,s3,ms_sql",Not Interested
435@customer-leads.com,created account ,No,No,Ceo,5708,Yes,No,No,China,Ads - ETL Tools,This Quarter,"aurora,s3","postgres,s3,ms_sql",Not Interested
436@customer-leads.com,request quote,No,No,Tech lead,274,Yes,No,Yes,China,Blog - Generic,In A Month,"aurora,s3",redshift,Not Interested
437@customer-leads.com,contact us,No,Yes,Tech lead,7168,Yes,No,Yes,Japan,Blog - Redshift - Generic,Immediately,"python,chartio,superset","postgres,s3,ms_sql",May Consider
438@customer-leads.com,request demo ,No,Yes,Swe,4078,No,Yes,No,Germany,Ads - ETL Tools,Immediately,"aurora,s3",ms_sql,May Consider
439@customer-leads.com,created account ,No,Yes,Swe,9617,Yes,No,Yes,Japan,Blog - Redshift - Generic,In A Month,"aurora,s3","bigquery,s3",May Consider
440@customer-leads.com,contact us,No,Yes,Business analyst ,4769,Yes,Yes,Yes,Denmark,Direct - Home,In A Month,"redshift,s3,tableau",ms_sql,May Consider
441@customer-leads.com,request demo ,No,Yes,Ceo,3061,Yes,Yes,Yes,China,Ads - ETL Tools,Immediately,"python,chartio,superset",ms_sql,May Consider
442@customer-leads.com,contact us,Yes,Yes,Swe,3398,No,No,No,India,Blog - Redshift - Generic,Immediately,google_analytics ,ms_sql,Interested
443@customer-leads.com,created account ,Yes,No,Product manager,5934,No,Yes,No,China,Blog - Redshift - Generic,In A Month,"aurora,s3","postgres,s3,ms_sql",Not Interested
444@customer-leads.com,contact us,No,Yes,Cto,3212,No,No,Yes,Denmark,Ads - ETL Tools,Early Exploration,"aurora,s3","bigquery,s3",May Consider
445@customer-leads.com,request demo ,No,No,Ceo,6450,Yes,No,No,Japan,Ads - ETL Tools,Immediately,"redshift,s3,tableau",redshift,Not Interested
446@customer-leads.com,created account ,Yes,Yes,Cto,698,Yes,No,Yes,Denmark,Blog - Redshift - X to Y,This Quarter,"redshift,s3,tableau",ms_sql,Interested
447@customer-leads.com,request quote,Yes,Yes,Product manager,4643,No,Yes,No,Japan,Blog - Generic,Immediately,"redshift,s3,tableau","postgres,s3,ms_sql",Interested
448@customer-leads.com,request demo ,No,No,Product manager,8043,Yes,No,Yes,Germany,Blog - Generic,This Quarter,"redshift,s3,tableau","snowflake,rds,ms_sql",Not Interested
449@customer-leads.com,request demo ,Yes,Yes,Ceo,1015,No,No,No,Us,Blog - Redshift - X to Y,This Quarter,"aurora,s3","postgres,s3,ms_sql",Interested
450@customer-leads.com,request demo ,No,No,Cto,3325,Yes,No,No,Us,Ads - ETL Tools,In A Month,google_analytics ,"postgres,s3,ms_sql",Not Interested
451@customer-leads.com,contact us,Yes,Yes,Ceo,1671,No,No,No,Germany,Direct - Home,Early Exploration,"mysql,ms_sql","snowflake,rds,ms_sql",Interested
452@customer-leads.com,request quote,No,Yes,Ceo,140,No,Yes,Yes,Japan,Blog - Redshift - X to Y,In A Month,"mysql,ms_sql",redshift,May Consider
453@customer-leads.com,request quote,Yes,Yes,Business analyst ,5078,No,No,No,China,Ads - ETL Tools,In A Month,"mysql,ms_sql","postgres,s3,ms_sql",Interested
454@customer-leads.com,contact us,No,Yes,Cto,9677,Yes,No,No,China,Ads - ETL Tools,In A Month,"aurora,s3","bigquery,s3",May Consider
455@customer-leads.com,contact us,No,No,Business analyst ,2066,No,Yes,No,China,Blog - Generic,This Quarter,google_analytics ,redshift,Not Interested
456@customer-leads.com,created account ,Yes,No,Swe,6832,Yes,No,No,Japan,Direct - Home,Immediately,"aurora,s3","postgres,s3,ms_sql",Not Interested
457@customer-leads.com,request demo ,No,No,Ceo,72,No,Yes,No,Us,Blog - Generic,Immediately,"mysql,ms_sql","snowflake,rds,ms_sql",Not Interested
458@customer-leads.com,request quote,Yes,Yes,Ceo,8291,No,No,No,Germany,Blog - Redshift - Generic,In A Month,"python,chartio,superset",redshift,Interested
459@customer-leads.com,request demo ,No,No,Ceo,5593,Yes,No,Yes,Germany,Direct - Home,Immediately,"redshift,s3,tableau",ms_sql,Not Interested
460@customer-leads.com,created account ,No,No,Cto,9666,Yes,Yes,Yes,China,Blog - Generic,This Quarter,"aurora,s3","snowflake,rds,ms_sql",Not Interested
461@customer-leads.com,contact us,No,No,Tech lead,7319,No,No,No,Germany,Ads - ETL Tools,Early Exploration,"redshift,s3,tableau",ms_sql,Not Interested
462@customer-leads.com,created account ,Yes,Yes,Ceo,5009,Yes,Yes,Yes,Denmark,Blog - Redshift - X to Y,In A Month,"python,chartio,superset",ms_sql,Interested
463@customer-leads.com,request quote,Yes,No,Product manager,9853,No,Yes,Yes,China,Blog - Redshift - X to Y,In A Month,"mysql,ms_sql",ms_sql,Not Interested
464@customer-leads.com,request demo ,No,No,Ceo,9296,Yes,Yes,Yes,Us,Direct - Home,This Quarter,"aurora,s3","snowflake,rds,ms_sql",Not Interested
465@customer-leads.com,created account ,No,Yes,Cto,8896,Yes,No,Yes,Denmark,Direct - Home,Early Exploration,"python,chartio,superset","bigquery,s3",May Consider
466@customer-leads.com,request demo ,Yes,Yes,Cto,4196,No,Yes,No,Denmark,Blog - Generic,In A Month,google_analytics ,ms_sql,Interested
467@customer-leads.com,request quote,No,No,Cto,6282,No,Yes,Yes,Germany,Direct - Home,Immediately,"python,chartio,superset","bigquery,s3",Not Interested
468@customer-leads.com,request quote,No,No,Business analyst ,8697,Yes,No,Yes,Germany,Ads - ETL Tools,Early Exploration,"redshift,s3,tableau","snowflake,rds,ms_sql",Not Interested
469@customer-leads.com,created account ,Yes,No,Ceo,8766,Yes,No,Yes,India,Blog - Generic,In A Month,google_analytics ,ms_sql,Not Interested
470@customer-leads.com,request demo ,Yes,Yes,Business analyst ,6350,Yes,Yes,Yes,India,Direct - Home,Early Exploration,"redshift,s3,tableau",redshift,Interested
471@customer-leads.com,request demo ,Yes,No,Cto,2471,No,No,Yes,India,Ads - ETL Tools,Immediately,"python,chartio,superset",redshift,Not Interested
472@customer-leads.com,created account ,No,Yes,Swe,4411,No,Yes,No,Japan,Direct - Home,Immediately,"aurora,s3","bigquery,s3",May Consider
473@customer-leads.com,contact us,Yes,No,Product manager,3413,Yes,Yes,No,Japan,Blog - Generic,In A Month,"python,chartio,superset","snowflake,rds,ms_sql",Not Interested
474@customer-leads.com,request demo ,No,Yes,Tech lead,615,Yes,No,No,Japan,Blog - Redshift - X to Y,Early Exploration,"aurora,s3",redshift,May Consider
475@customer-leads.com,request demo ,No,No,Tech lead,3794,No,No,No,Germany,Direct - Home,Early Exploration,google_analytics ,"postgres,s3,ms_sql",Not Interested
476@customer-leads.com,contact us,Yes,Yes,Ceo,2160,No,Yes,Yes,India,Direct - Home,In A Month,"redshift,s3,tableau","postgres,s3,ms_sql",Interested
477@customer-leads.com,created account ,Yes,Yes,Ceo,6360,No,No,Yes,Denmark,Blog - Redshift - Generic,In A Month,"redshift,s3,tableau","snowflake,rds,ms_sql",Interested
478@customer-leads.com,request demo ,No,Yes,Tech lead,3591,Yes,No,No,India,Direct - Home,Early Exploration,"python,chartio,superset","snowflake,rds,ms_sql",May Consider
479@customer-leads.com,request demo ,No,No,Product manager,3690,No,Yes,Yes,Us,Direct - Home,In A Month,"redshift,s3,tableau",redshift,Not Interested
480@customer-leads.com,created account ,No,No,Product manager,7916,No,Yes,No,India,Ads - ETL Tools,Early Exploration,"mysql,ms_sql",redshift,Not Interested
481@customer-leads.com,request quote,No,No,Swe,2609,Yes,Yes,Yes,Denmark,Blog - Redshift - Generic,Early Exploration,"aurora,s3","bigquery,s3",Not Interested
482@customer-leads.com,contact us,Yes,No,Business analyst ,7197,No,No,No,China,Blog - Redshift - X to Y,This Quarter,"mysql,ms_sql",redshift,Not Interested
483@customer-leads.com,request demo ,No,Yes,Cto,5578,No,No,No,Japan,Blog - Redshift - X to Y,Immediately,"redshift,s3,tableau",ms_sql,May Consider
484@customer-leads.com,request quote,Yes,No,Ceo,2230,No,Yes,Yes,Denmark,Blog - Redshift - X to Y,Early Exploration,"aurora,s3","snowflake,rds,ms_sql",Not Interested
485@customer-leads.com,request quote,Yes,No,Business analyst ,5267,Yes,Yes,Yes,Denmark,Ads - ETL Tools,Early Exploration,"python,chartio,superset",redshift,Not Interested
486@customer-leads.com,contact us,Yes,Yes,Ceo,8627,Yes,Yes,No,India,Blog - Redshift - X to Y,In A Month,"aurora,s3","postgres,s3,ms_sql",Interested
487@customer-leads.com,contact us,No,No,Business analyst ,9036,No,No,No,Us,Blog - Redshift - X to Y,Immediately,"redshift,s3,tableau","snowflake,rds,ms_sql",Not Interested
488@customer-leads.com,request quote,Yes,Yes,Cto,3295,Yes,No,No,Japan,Direct - Home,Early Exploration,"mysql,ms_sql",ms_sql,Interested
489@customer-leads.com,created account ,No,Yes,Cto,9177,No,Yes,No,Us,Blog - Redshift - X to Y,Immediately,"python,chartio,superset",redshift,May Consider
490@customer-leads.com,request quote,No,Yes,Ceo,4283,No,No,Yes,China,Direct - Home,This Quarter,"mysql,ms_sql",ms_sql,May Consider
491@customer-leads.com,request quote,Yes,No,Business analyst ,1753,No,No,Yes,Japan,Ads - ETL Tools,Early Exploration,"aurora,s3","postgres,s3,ms_sql",Not Interested
492@customer-leads.com,contact us,Yes,Yes,Business analyst ,5571,No,Yes,No,Denmark,Blog - Redshift - X to Y,This Quarter,"python,chartio,superset","postgres,s3,ms_sql",Interested
493@customer-leads.com,request quote,Yes,No,Swe,1960,Yes,No,No,India,Blog - Generic,This Quarter,"aurora,s3","snowflake,rds,ms_sql",Not Interested
494@customer-leads.com,request quote,No,No,Tech lead,2285,No,Yes,No,Denmark,Direct - Home,Immediately,"aurora,s3","snowflake,rds,ms_sql",Not Interested
495@customer-leads.com,request quote,No,No,Product manager,121,No,Yes,No,Denmark,Ads - ETL Tools,In A Month,"mysql,ms_sql","bigquery,s3",Not Interested
496@customer-leads.com,request quote,Yes,Yes,Product manager,4269,Yes,Yes,Yes,India,Ads - ETL Tools,Early Exploration,"redshift,s3,tableau","bigquery,s3",Interested
497@customer-leads.com,created account ,No,No,Tech lead,3471,Yes,Yes,No,Us,Blog - Redshift - X to Y,Early Exploration,"redshift,s3,tableau",redshift,Not Interested
498@customer-leads.com,contact us,Yes,No,Tech lead,4537,Yes,No,Yes,Denmark,Blog - Redshift - Generic,In A Month,google_analytics ,"snowflake,rds,ms_sql",Not Interested
499@customer-leads.com,created account ,No,Yes,Business analyst ,829,No,No,No,India,Blog - Redshift - Generic,Early Exploration,"python,chartio,superset","snowflake,rds,ms_sql",May Consider
500@customer-leads.com,contact us,Yes,No,Product manager,154,Yes,Yes,No,Japan,Direct - Home,This Quarter,"mysql,ms_sql","snowflake,rds,ms_sql",Not Interested
501@customer-leads.com,request demo ,Yes,Yes,Product manager,360,Yes,Yes,Yes,Japan,Blog - Redshift - Generic,This Quarter,google_analytics ,ms_sql,Interested
502@customer-leads.com,created account ,Yes,No,Swe,6003,No,Yes,Yes,India,Ads - ETL Tools,This Quarter,"mysql,ms_sql","snowflake,rds,ms_sql",Not Interested
503@customer-leads.com,request demo ,Yes,Yes,Cto,7641,No,No,Yes,Japan,Ads - ETL Tools,Immediately,"aurora,s3",redshift,Interested
504@customer-leads.com,request quote,Yes,Yes,Business analyst ,2416,No,Yes,Yes,Denmark,Direct - Home,Immediately,"aurora,s3","postgres,s3,ms_sql",Interested
505@customer-leads.com,request quote,Yes,Yes,Tech lead,4693,No,No,Yes,China,Blog - Redshift - X to Y,Immediately,"mysql,ms_sql","snowflake,rds,ms_sql",Interested
506@customer-leads.com,created account ,No,Yes,Cto,1327,No,Yes,Yes,Denmark,Blog - Redshift - X to Y,This Quarter,"python,chartio,superset","bigquery,s3",May Consider
507@customer-leads.com,request demo ,No,Yes,Ceo,6539,Yes,No,Yes,Germany,Direct - Home,Immediately,"mysql,ms_sql","snowflake,rds,ms_sql",May Consider
508@customer-leads.com,request demo ,No,Yes,Product manager,6868,No,Yes,Yes,Denmark,Blog - Redshift - X to Y,In A Month,"aurora,s3","bigquery,s3",May Consider
509@customer-leads.com,request demo ,Yes,No,Product manager,4203,Yes,No,No,India,Blog - Redshift - Generic,In A Month,google_analytics ,"snowflake,rds,ms_sql",Not Interested
510@customer-leads.com,request quote,Yes,No,Cto,5794,Yes,No,No,China,Blog - Redshift - Generic,This Quarter,"python,chartio,superset","snowflake,rds,ms_sql",Not Interested
511@customer-leads.com,request quote,No,Yes,Business analyst ,2900,No,Yes,No,China,Blog - Generic,Immediately,google_analytics ,"snowflake,rds,ms_sql",May Consider
512@customer-leads.com,request quote,Yes,No,Ceo,9813,No,No,Yes,Germany,Blog - Redshift - Generic,This Quarter,google_analytics ,"snowflake,rds,ms_sql",Not Interested
513@customer-leads.com,request demo ,Yes,No,Product manager,5412,Yes,Yes,No,Germany,Blog - Redshift - X to Y,Early Exploration,"mysql,ms_sql","bigquery,s3",Not Interested
514@customer-leads.com,contact us,No,Yes,Ceo,1709,Yes,No,Yes,Germany,Blog - Generic,Early Exploration,google_analytics ,"bigquery,s3",May Consider
515@customer-leads.com,request quote,No,Yes,Swe,2213,Yes,No,No,China,Direct - Home,In A Month,"mysql,ms_sql","snowflake,rds,ms_sql",May Consider
516@customer-leads.com,contact us,Yes,Yes,Swe,340,No,Yes,No,Us,Blog - Redshift - X to Y,Immediately,"redshift,s3,tableau","bigquery,s3",Interested
517@customer-leads.com,contact us,No,No,Cto,2735,No,Yes,No,China,Blog - Redshift - Generic,In A Month,"redshift,s3,tableau","bigquery,s3",Not Interested
518@customer-leads.com,request demo ,Yes,Yes,Business analyst ,7847,Yes,No,Yes,Germany,Blog - Redshift - X to Y,Early Exploration,"redshift,s3,tableau",redshift,Interested
519@customer-leads.com,contact us,No,Yes,Tech lead,942,No,No,No,Denmark,Ads - ETL Tools,In A Month,"aurora,s3",redshift,May Consider
520@customer-leads.com,request quote,Yes,No,Cto,7601,Yes,Yes,No,Us,Ads - ETL Tools,This Quarter,"python,chartio,superset","postgres,s3,ms_sql",Not Interested
521@customer-leads.com,created account ,No,Yes,Swe,5209,No,Yes,No,India,Direct - Home,This Quarter,"mysql,ms_sql",ms_sql,May Consider
522@customer-leads.com,request quote,No,Yes,Swe,7183,No,Yes,No,India,Blog - Redshift - X to Y,In A Month,"redshift,s3,tableau",redshift,May Consider
523@customer-leads.com,request demo ,Yes,Yes,Swe,4314,No,Yes,Yes,Us,Blog - Redshift - X to Y,This Quarter,"redshift,s3,tableau",ms_sql,Interested
524@customer-leads.com,request demo ,No,Yes,Swe,5190,No,No,Yes,Germany,Direct - Home,Immediately,"aurora,s3","snowflake,rds,ms_sql",May Consider
525@customer-leads.com,request quote,No,No,Tech lead,1673,Yes,No,No,India,Direct - Home,In A Month,"redshift,s3,tableau","snowflake,rds,ms_sql",Not Interested
526@customer-leads.com,contact us,Yes,No,Cto,8202,Yes,No,Yes,Japan,Blog - Redshift - X to Y,Early Exploration,"redshift,s3,tableau",ms_sql,Not Interested
527@customer-leads.com,created account ,No,No,Swe,120,Yes,Yes,No,Japan,Ads - ETL Tools,Early Exploration,"mysql,ms_sql","postgres,s3,ms_sql",Not Interested
528@customer-leads.com,contact us,No,Yes,Product manager,2588,Yes,No,No,India,Ads - ETL Tools,In A Month,"mysql,ms_sql",ms_sql,May Consider
529@customer-leads.com,created account ,No,Yes,Business analyst ,7640,No,No,No,China,Ads - ETL Tools,Immediately,"aurora,s3",ms_sql,May Consider
530@customer-leads.com,created account ,Yes,Yes,Cto,6359,No,No,Yes,Japan,Ads - ETL Tools,This Quarter,"mysql,ms_sql","bigquery,s3",Interested
531@customer-leads.com,created account ,Yes,Yes,Product manager,2107,Yes,No,No,Japan,Direct - Home,In A Month,"python,chartio,superset",redshift,Interested
532@customer-leads.com,created account ,No,Yes,Business analyst ,9156,Yes,Yes,No,Japan,Blog - Generic,This Quarter,"mysql,ms_sql","snowflake,rds,ms_sql",May Consider
533@customer-leads.com,created account ,No,No,Ceo,20,Yes,Yes,Yes,Us,Direct - Home,Immediately,"aurora,s3","postgres,s3,ms_sql",Not Interested
534@customer-leads.com,created account ,Yes,Yes,Swe,2867,Yes,No,No,Denmark,Ads - ETL Tools,This Quarter,"redshift,s3,tableau","postgres,s3,ms_sql",Interested
535@customer-leads.com,created account ,No,Yes,Business analyst ,4223,Yes,Yes,Yes,India,Direct - Home,Early Exploration,"redshift,s3,tableau","bigquery,s3",May Consider
536@customer-leads.com,contact us,Yes,Yes,Swe,2612,Yes,No,Yes,Germany,Blog - Redshift - X to Y,Immediately,"mysql,ms_sql","bigquery,s3",Interested
537@customer-leads.com,request demo ,No,Yes,Ceo,9494,Yes,No,Yes,China,Direct - Home,In A Month,"mysql,ms_sql","postgres,s3,ms_sql",May Consider
538@customer-leads.com,request demo ,No,No,Tech lead,6735,No,No,No,Japan,Blog - Redshift - X to Y,Immediately,"redshift,s3,tableau",redshift,Not Interested
539@customer-leads.com,contact us,Yes,Yes,Cto,3974,Yes,No,Yes,Germany,Blog - Redshift - X to Y,In A Month,"aurora,s3",redshift,Interested
540@customer-leads.com,request quote,No,No,Product manager,493,No,No,No,Germany,Ads - ETL Tools,Immediately,"python,chartio,superset",redshift,Not Interested
541@customer-leads.com,contact us,Yes,No,Business analyst ,3587,No,No,Yes,Us,Ads - ETL Tools,Immediately,"python,chartio,superset","snowflake,rds,ms_sql",Not Interested
542@customer-leads.com,created account ,No,Yes,Cto,3665,No,No,No,Us,Ads - ETL Tools,Immediately,"aurora,s3",ms_sql,May Consider
543@customer-leads.com,request demo ,Yes,Yes,Swe,5011,No,No,Yes,Japan,Direct - Home,This Quarter,google_analytics ,redshift,Interested
544@customer-leads.com,contact us,Yes,Yes,Business analyst ,5093,Yes,Yes,No,Germany,Direct - Home,Early Exploration,google_analytics ,"bigquery,s3",Interested
545@customer-leads.com,request demo ,No,Yes,Ceo,8582,Yes,No,Yes,Denmark,Ads - ETL Tools,Immediately,"redshift,s3,tableau",ms_sql,May Consider
546@customer-leads.com,request quote,No,Yes,Product manager,966,Yes,No,Yes,Denmark,Blog - Redshift - X to Y,Early Exploration,"redshift,s3,tableau","postgres,s3,ms_sql",May Consider
547@customer-leads.com,contact us,Yes,Yes,Product manager,4886,No,No,No,Us,Ads - ETL Tools,In A Month,"mysql,ms_sql","postgres,s3,ms_sql",Interested
548@customer-leads.com,created account ,Yes,Yes,Business analyst ,8902,Yes,Yes,Yes,India,Blog - Generic,This Quarter,google_analytics ,ms_sql,Interested
549@customer-leads.com,created account ,No,No,Business analyst ,940,Yes,Yes,No,Japan,Blog - Redshift - X to Y,Immediately,"python,chartio,superset","bigquery,s3",Not Interested
550@customer-leads.com,request quote,No,Yes,Product manager,7343,No,No,No,China,Blog - Redshift - Generic,Early Exploration,"mysql,ms_sql","bigquery,s3",May Consider
551@customer-leads.com,request demo ,No,Yes,Tech lead,3430,No,No,No,China,Blog - Redshift - X to Y,This Quarter,"python,chartio,superset",redshift,May Consider
552@customer-leads.com,request quote,Yes,Yes,Swe,7095,No,No,Yes,Japan,Ads - ETL Tools,Immediately,google_analytics ,"snowflake,rds,ms_sql",Interested
553@customer-leads.com,created account ,No,No,Ceo,6303,Yes,No,No,Germany,Blog - Redshift - X to Y,Early Exploration,"aurora,s3",redshift,Not Interested
554@customer-leads.com,request quote,No,Yes,Product manager,704,No,No,Yes,China,Blog - Generic,Early Exploration,google_analytics ,redshift,May Consider
555@customer-leads.com,request quote,No,Yes,Product manager,831,Yes,No,No,Denmark,Direct - Home,Early Exploration,google_analytics ,"postgres,s3,ms_sql",May Consider
556@customer-leads.com,request demo ,No,Yes,Ceo,9716,No,No,No,Japan,Direct - Home,Immediately,"mysql,ms_sql",ms_sql,May Consider
557@customer-leads.com,created account ,Yes,Yes,Swe,2002,No,No,Yes,Denmark,Ads - ETL Tools,In A Month,"mysql,ms_sql",ms_sql,Interested
558@customer-leads.com,request demo ,Yes,No,Product manager,2372,No,No,Yes,Germany,Blog - Redshift - Generic,Immediately,"aurora,s3","postgres,s3,ms_sql",Not Interested
